"Date","Price","Open","High","Low","Vol.","Change %"
"06/02/2019","1,138.00","1,103.00","1,141.00","1,103.00","","3.83%"
"05/26/2019","1,096.00","1,082.00","1,107.00","1,082.00","","2.81%"
"05/19/2019","1,066.00","1,041.00","1,068.00","1,041.00","","2.50%"
"05/12/2019","1,040.00","1,026.00","1,043.00","1,026.00","","2.67%"
"05/05/2019","1,013.00","936.00","1,013.00","936.00","","2.84%"
"04/28/2019","985.00","913.00","1,032.00","913.00","","10.80%"
"04/21/2019","889.00","821.00","889.00","821.00","","12.53%"
"04/14/2019","790.00","738.00","790.00","738.00","","8.82%"
"04/07/2019","726.00","714.00","734.00","714.00","","2.11%"
"03/31/2019","711.00","685.00","711.00","672.00","","3.19%"
"03/24/2019","689.00","689.00","692.00","683.00","","-0.14%"
"03/17/2019","690.00","721.00","721.00","690.00","","-5.48%"
"03/10/2019","730.00","645.00","730.00","645.00","","12.48%"
"03/03/2019","649.00","669.00","669.00","649.00","","-2.26%"
"02/24/2019","664.00","637.00","664.00","637.00","","4.73%"
"02/17/2019","634.00","643.00","643.00","622.00","","-0.78%"
"02/10/2019","639.00","595.00","639.00","595.00","","6.32%"
"02/03/2019","601.00","634.00","634.00","601.00","","-6.82%"
"01/27/2019","645.00","852.00","852.00","645.00","","-28.73%"
"01/20/2019","905.00","1,092.00","1,092.00","905.00","","-18.62%"
"01/13/2019","1,112.00","1,147.00","1,147.00","1,055.00","","-4.88%"
"01/06/2019","1,169.00","1,247.00","1,262.00","1,169.00","","-7.22%"
"12/30/2018","1,260.00","1,282.00","1,282.00","1,260.00","","-0.87%"
"12/23/2018","1,271.00","1,271.00","1,271.00","1,271.00","","-0.63%"
"12/16/2018","1,279.00","1,406.00","1,406.00","1,279.00","","-8.71%"
"12/09/2018","1,401.00","1,385.00","1,401.00","1,353.00","","2.11%"
"12/02/2018","1,372.00","1,203.00","1,372.00","1,203.00","","11.45%"
"11/25/2018","1,231.00","1,217.00","1,339.00","1,217.00","","12.63%"
"11/18/2018","1,093.00","1,023.00","1,093.00","1,003.00","","6.01%"
"11/11/2018","1,031.00","1,125.00","1,125.00","1,009.00","","-10.11%"
"11/04/2018","1,147.00","1,428.00","1,428.00","1,147.00","","-21.28%"
"10/28/2018","1,457.00","1,522.00","1,522.00","1,457.00","","-4.08%"
"10/21/2018","1,519.00","1,579.00","1,579.00","1,516.00","","-3.62%"
"10/14/2018","1,576.00","1,584.00","1,584.00","1,554.00","","-0.19%"
"10/07/2018","1,579.00","1,530.00","1,579.00","1,493.00","","2.80%"
"09/30/2018","1,536.00","1,555.00","1,574.00","1,536.00","","-0.26%"
"09/23/2018","1,540.00","1,434.00","1,540.00","1,434.00","","8.99%"
"09/16/2018","1,413.00","1,357.00","1,413.00","1,356.00","","3.44%"
"09/09/2018","1,366.00","1,482.00","1,482.00","1,366.00","","-8.32%"
"09/02/2018","1,490.00","1,557.00","1,557.00","1,477.00","","-5.64%"
"08/26/2018","1,579.00","1,684.00","1,684.00","1,579.00","","-6.95%"
"08/19/2018","1,697.00","1,727.00","1,736.00","1,697.00","","-1.51%"
"08/12/2018","1,723.00","1,709.00","1,727.00","1,709.00","","1.89%"
"08/05/2018","1,691.00","1,773.00","1,773.00","1,691.00","","-4.62%"
"07/29/2018","1,773.00","1,703.00","1,773.00","1,703.00","","5.79%"
"07/22/2018","1,676.00","1,718.00","1,774.00","1,676.00","","-0.77%"
"07/15/2018","1,689.00","1,695.00","1,721.00","1,657.00","","1.38%"
"07/08/2018","1,666.00","1,609.00","1,666.00","1,555.00","","2.71%"
"07/01/2018","1,622.00","1,422.00","1,622.00","1,422.00","","17.11%"
"06/24/2018","1,385.00","1,333.00","1,385.00","1,309.00","","3.28%"
"06/17/2018","1,341.00","1,442.00","1,442.00","1,341.00","","-7.20%"
"06/10/2018","1,445.00","1,387.00","1,445.00","1,387.00","","3.88%"
"06/03/2018","1,391.00","1,193.00","1,395.00","1,193.00","","20.33%"
"05/27/2018","1,156.00","1,057.00","1,156.00","1,042.00","","7.34%"
"05/20/2018","1,077.00","1,239.00","1,239.00","1,077.00","","-15.40%"
"05/13/2018","1,273.00","1,476.00","1,476.00","1,273.00","","-13.52%"
"05/06/2018","1,472.00","1,432.00","1,472.00","1,432.00","","6.36%"
"04/29/2018","1,384.00","1,341.00","1,384.00","1,327.00","","1.69%"
"04/22/2018","1,361.00","1,306.00","1,376.00","1,306.00","","6.25%"
"04/15/2018","1,281.00","1,025.00","1,281.00","1,025.00","","26.33%"
"04/08/2018","1,014.00","952.00","1,014.00","952.00","","6.96%"
"04/01/2018","948.00","1,016.00","1,016.00","948.00","","-10.14%"
"03/25/2018","1,055.00","1,126.00","1,126.00","1,055.00","","-5.97%"
"03/18/2018","1,122.00","1,136.00","1,136.00","1,117.00","","-1.84%"
"03/11/2018","1,143.00","1,192.00","1,192.00","1,143.00","","-4.83%"
"03/04/2018","1,201.00","1,210.00","1,212.00","1,191.00","","-0.50%"
"02/25/2018","1,207.00","1,191.00","1,207.00","1,188.00","","1.86%"
"02/18/2018","1,185.00","1,087.00","1,185.00","1,087.00","","9.32%"
"02/11/2018","1,084.00","1,123.00","1,123.00","1,084.00","","-3.64%"
"02/04/2018","1,125.00","1,082.00","1,125.00","1,082.00","","2.74%"
"01/28/2018","1,095.00","1,214.00","1,214.00","1,095.00","","-10.17%"
"01/21/2018","1,219.00","1,129.00","1,219.00","1,129.00","","8.36%"
"01/14/2018","1,125.00","1,264.00","1,264.00","1,125.00","","-12.04%"
"01/07/2018","1,279.00","1,385.00","1,395.00","1,279.00","","-6.71%"
"12/31/2017","1,371.00","1,230.00","1,371.00","1,230.00","","0.37%"
"12/17/2017","1,366.00","1,588.00","1,588.00","1,366.00","","-15.63%"
"12/10/2017","1,619.00","1,727.00","1,743.00","1,619.00","","-4.88%"
"12/03/2017","1,702.00","1,662.00","1,702.00","1,662.00","","4.67%"
"11/26/2017","1,626.00","1,477.00","1,626.00","1,477.00","","11.52%"
"11/19/2017","1,458.00","1,385.00","1,458.00","1,385.00","","6.35%"
"11/12/2017","1,371.00","1,445.00","1,445.00","1,361.00","","-6.35%"
"11/05/2017","1,464.00","1,473.00","1,486.00","1,464.00","","-0.81%"
"10/29/2017","1,476.00","1,534.00","1,534.00","1,476.00","","-4.53%"
"10/22/2017","1,546.00","1,586.00","1,588.00","1,546.00","","-2.03%"
"10/15/2017","1,578.00","1,523.00","1,582.00","1,523.00","","6.26%"
"10/08/2017","1,485.00","1,411.00","1,485.00","1,411.00","","5.69%"
"10/01/2017","1,405.00","1,328.00","1,405.00","1,308.00","","3.61%"
"09/24/2017","1,356.00","1,503.00","1,503.00","1,356.00","","-9.72%"
"09/17/2017","1,502.00","1,398.00","1,502.00","1,398.00","","8.45%"
"09/10/2017","1,385.00","1,355.00","1,385.00","1,337.00","","3.98%"
"09/03/2017","1,332.00","1,187.00","1,332.00","1,187.00","","12.60%"
"08/27/2017","1,183.00","1,203.00","1,203.00","1,181.00","","-2.15%"
"08/20/2017","1,209.00","1,266.00","1,266.00","1,200.00","","-4.05%"
"08/13/2017","1,260.00","1,155.00","1,260.00","1,155.00","","10.72%"
"08/06/2017","1,138.00","1,036.00","1,138.00","1,036.00","","10.27%"
"07/30/2017","1,032.00","946.00","1,032.00","946.00","","10.61%"
"07/23/2017","933.00","977.00","980.00","933.00","","-4.50%"
"07/16/2017","977.00","912.00","977.00","912.00","","8.56%"
"07/09/2017","900.00","820.00","900.00","820.00","","9.49%"
"07/02/2017","822.00","882.00","882.00","822.00","","-8.77%"
"06/25/2017","901.00","884.00","929.00","884.00","","3.56%"
"06/18/2017","870.00","848.00","870.00","844.00","","2.23%"
"06/11/2017","851.00","870.00","870.00","851.00","","0.24%"
"06/04/2017","849.00","821.00","849.00","818.00","","2.29%"
"05/28/2017","830.00","900.00","900.00","830.00","","-8.99%"
"05/21/2017","912.00","954.00","954.00","912.00","","-4.60%"
"05/14/2017","956.00","994.00","994.00","956.00","","-5.72%"
"05/07/2017","1,014.00","1,001.00","1,014.00","1,001.00","","2.01%"
"04/30/2017","994.00","1,073.00","1,073.00","994.00","","-10.37%"
"04/23/2017","1,109.00","1,170.00","1,170.00","1,109.00","","-7.20%"
"04/16/2017","1,195.00","1,294.00","1,294.00","1,195.00","","-7.79%"
"04/09/2017","1,296.00","1,231.00","1,296.00","1,231.00","","5.97%"
"04/02/2017","1,223.00","1,282.00","1,282.00","1,215.00","","-5.71%"
"03/26/2017","1,297.00","1,282.00","1,338.00","1,282.00","","4.60%"
"03/19/2017","1,240.00","1,205.00","1,240.00","1,190.00","","3.68%"
"03/12/2017","1,196.00","1,099.00","1,196.00","1,099.00","","10.13%"
"03/05/2017","1,086.00","979.00","1,086.00","979.00","","15.65%"
"02/26/2017","939.00","878.00","939.00","859.00","","7.31%"
"02/19/2017","875.00","757.00","875.00","757.00","","18.08%"
"02/12/2017","741.00","688.00","741.00","685.00","","5.56%"
"02/05/2017","702.00","735.00","735.00","702.00","","-6.65%"
"01/29/2017","752.00","816.00","816.00","752.00","","-9.07%"
"01/22/2017","827.00","914.00","914.00","827.00","","-10.59%"
"01/15/2017","925.00","925.00","952.00","922.00","","1.65%"
"01/08/2017","910.00","949.00","949.00","892.00","","-5.50%"
"01/01/2017","963.00","953.00","983.00","953.00","","0.21%"
"12/18/2016","961.00","926.00","961.00","914.00","","1.59%"
"12/11/2016","946.00","1,069.00","1,069.00","946.00","","-13.21%"
"12/04/2016","1,090.00","1,196.00","1,196.00","1,090.00","","-9.02%"
"11/27/2016","1,198.00","1,184.00","1,204.00","1,184.00","","1.44%"
"11/20/2016","1,181.00","1,240.00","1,240.00","1,181.00","","-6.05%"
"11/13/2016","1,257.00","1,065.00","1,257.00","1,065.00","","20.29%"
"11/06/2016","1,045.00","870.00","1,045.00","870.00","","22.22%"
"10/30/2016","855.00","857.00","857.00","834.00","","2.52%"
"10/23/2016","834.00","831.00","834.00","798.00","","-0.95%"
"10/16/2016","842.00","894.00","894.00","842.00","","-5.61%"
"10/09/2016","892.00","922.00","922.00","885.00","","-3.15%"
"10/02/2016","921.00","864.00","921.00","860.00","","5.26%"
"09/25/2016","875.00","934.00","934.00","875.00","","-7.01%"
"09/18/2016","941.00","836.00","941.00","836.00","","17.63%"
"09/11/2016","800.00","804.00","804.00","756.00","","-0.50%"
"09/04/2016","804.00","724.00","804.00","724.00","","11.67%"
"08/28/2016","720.00","715.00","720.00","711.00","","0.00%"
"08/21/2016","720.00","687.00","720.00","687.00","","5.42%"
"08/14/2016","683.00","681.00","687.00","681.00","","1.79%"
"08/07/2016","671.00","636.00","671.00","631.00","","5.50%"
"07/31/2016","636.00","650.00","650.00","636.00","","-3.05%"
"07/24/2016","656.00","709.00","709.00","656.00","","-8.64%"
"07/17/2016","718.00","748.00","748.00","718.00","","-3.62%"
"07/10/2016","745.00","704.00","745.00","704.00","","5.97%"
"07/03/2016","703.00","688.00","703.00","688.00","","3.84%"
"06/26/2016","677.00","616.00","677.00","616.00","","11.17%"
"06/19/2016","609.00","582.00","609.00","580.00","","3.75%"
"06/12/2016","587.00","609.00","609.00","587.00","","-3.77%"
"06/05/2016","610.00","607.00","611.00","606.00","","0.00%"
"05/29/2016","610.00","612.00","612.00","606.00","","0.66%"
"05/22/2016","606.00","624.00","624.00","601.00","","-3.04%"
"05/15/2016","625.00","613.00","643.00","613.00","","4.17%"
"05/08/2016","600.00","616.00","616.00","579.00","","-4.91%"
"05/01/2016","631.00","682.00","682.00","631.00","","-10.24%"
"04/24/2016","703.00","690.00","715.00","690.00","","2.18%"
"04/17/2016","688.00","659.00","688.00","659.00","","8.35%"
"04/10/2016","635.00","555.00","635.00","555.00","","17.81%"
"04/03/2016","539.00","471.00","539.00","471.00","","19.78%"
"03/27/2016","450.00","409.00","450.00","409.00","","10.84%"
"03/20/2016","406.00","398.00","406.00","398.00","","2.78%"
"03/13/2016","395.00","393.00","396.00","392.00","","1.80%"
"03/06/2016","388.00","354.00","388.00","354.00","","11.17%"
"02/28/2016","349.00","329.00","349.00","329.00","","6.73%"
"02/21/2016","327.00","316.00","327.00","316.00","","3.81%"
"02/14/2016","315.00","295.00","315.00","295.00","","8.25%"
"02/07/2016","291.00","293.00","293.00","290.00","","-2.02%"
"01/31/2016","297.00","314.00","314.00","297.00","","-6.31%"
"01/24/2016","317.00","354.00","354.00","317.00","","-10.45%"
"01/17/2016","354.00","369.00","369.00","354.00","","-5.09%"
"01/10/2016","373.00","415.00","415.00","373.00","","-13.05%"
"01/03/2016","429.00","473.00","473.00","429.00","","-10.25%"
