"","Date","Price","Open","High","Low","Vol.","Return"
"273",2021-04-11,2385,"2,145.00","2,385.00","2,140.00",NA,14.39
"274",2021-04-18,2788,"2,432.00","2,788.00","2,432.00",NA,16.9
"275",2021-04-25,3053,"2,808.00","3,053.00","2,808.00",NA,9.51
"276",2021-05-02,3183,"3,157.00","3,266.00","3,157.00",NA,4.26
"277",2021-05-09,2939,"3,240.00","3,254.00","2,939.00",NA,-7.67
"278",2021-05-16,2869,"2,856.00","2,869.00","2,795.00",NA,-2.38
"279",2021-05-23,2596,"2,881.00","2,881.00","2,596.00",NA,-9.52
"280",2021-05-30,2438,"2,568.00","2,568.00","2,438.00",NA,-6.09
"281",2021-06-06,2857,"2,428.00","2,857.00","2,420.00",NA,17.19
"282",2021-06-13,3218,"2,944.00","3,267.00","2,944.00",NA,12.64
"283",2021-06-20,3255,"3,190.00","3,255.00","3,119.00",NA,1.15
"284",2021-06-27,3285,"3,324.00","3,418.00","3,285.00",NA,0.92
"285",2021-07-04,3300,"3,224.00","3,300.00","3,179.00",NA,0.46
"286",2021-07-11,3039,"3,300.00","3,300.00","3,039.00",NA,-7.91
"287",2021-07-18,3199,"3,059.00","3,199.00","3,053.00",NA,5.26
"288",2021-07-25,3292,"3,210.00","3,292.00","3,154.00",NA,2.91
"289",2021-08-01,3371,"3,282.00","3,376.00","3,281.00",NA,2.4
"290",2021-08-08,3566,"3,371.00","3,566.00","3,371.00",NA,5.78
"291",2021-08-15,4092,"3,606.00","4,092.00","3,606.00",NA,14.75
"292",2021-08-22,4235,"4,147.00","4,235.00","4,147.00",NA,3.49
"293",2021-08-29,3944,"4,132.00","4,132.00","3,944.00",NA,-6.87
"294",2021-09-05,3864,"3,822.00","3,864.00","3,618.00",NA,-2.03
"295",2021-09-12,4275,"4,163.00","4,275.00","4,163.00",NA,10.64
"296",2021-09-19,4644,"4,304.00","4,651.00","4,304.00",NA,8.63
"297",2021-09-26,5202,"4,717.00","5,202.00","4,717.00",NA,12.02
"298",2021-10-03,5526,"5,267.00","5,650.00","5,267.00",NA,6.23
"299",2021-10-10,4854,"5,488.00","5,488.00","4,854.00",NA,-12.16
"300",2021-10-17,4410,"4,732.00","4,751.00","4,410.00",NA,-9.15
"301",2021-10-24,3519,"4,257.00","4,257.00","3,519.00",NA,-20.2
"302",2021-10-31,2715,"3,428.00","3,428.00","2,715.00",NA,-22.85
"303",2021-11-07,2807,"2,718.00","2,861.00","2,718.00",NA,3.39
