"","Date","Price","Open","High","Low","Vol.","Return"
"440",2024-06-02,147.03,"146.33","147.82","144.84","960.39K",0.91
"441",2024-06-09,146.58,"146.72","148.14","144.81","1.23M",-0.31
"442",2024-06-16,147.23,"146.38","148.32","146.17","620.25K",0.44
"443",2024-06-23,147.49,"147.49","148.86","147.07","925.04K",0.18
"444",2024-06-30,150.5,"148.04","150.52","147.14","682.90K",2.04
"445",2024-07-07,152.4,"150.68","153.34","150.15","1.43M",1.26
"446",2024-07-14,149.18,"152.86","153.42","149.04","1.41M",-2.11
"447",2024-07-21,148.13,"150.37","151.05","146.11","1.11M",-0.7
"448",2024-07-28,144.62,"148.62","150.70","143.38","1.66M",-2.37
"449",2024-08-04,145.03,"138.72","145.25","138.39","1.55M",0.28
"450",2024-08-11,150.71,"145.17","150.90","144.44","909.14K",3.92
"451",2024-08-18,153.8,"151.08","153.89","151.06","1.10M",2.05
"452",2024-08-25,154.18,"153.93","154.29","152.04","825.41K",0.25
"453",2024-09-01,147.75,"153.26","153.30","147.48","1.13M",-4.17
"454",2024-09-08,153.14,"149.05","153.38","147.55","1.30M",3.65
"455",2024-09-15,155.11,"153.24","156.16","152.79","1.78M",1.29
"456",2024-09-22,156.62,"155.51","157.38","155.21","1.19M",0.97
"457",2024-09-29,156.34,"156.43","157.03","154.38","1.04M",-0.18
"458",2024-10-06,157.54,"155.86","157.71","154.77","751.48K",0.77
"459",2024-10-13,158.4,"157.73","158.74","156.75","642.43K",0.55
"460",2024-10-20,156.15,"158.07","158.23","155.08","1.58M",-1.42
"461",2024-10-27,154.35,"157.08","157.20","153.70","863.62K",-1.15
"462",2024-11-03,159.88,"154.64","160.20","153.82","1.11M",3.58
"463",2024-11-10,156.66,"160.41","160.53","156.15","934.88K",-2.01
"464",2024-11-17,159.26,"156.76","159.35","156.23","1.70M",1.66
"465",2024-11-24,161.14,"160.27","161.28","159.26","1.07M",1.18
"466",2024-12-01,162.95,"161.33","163.18","161.02","1.17M",1.12
"467",2024-12-08,161.35,"163.11","163.14","160.96","1.41M",-0.98
"468",2024-12-15,156.36,"161.63","162.02","153.99","1.83M",-3.09
"469",2024-12-22,157.6,"156.47","159.27","155.67","1.68M",0.79
"470",2024-12-29,156.98,"156.12","157.04","154.27","1.86M",-0.39
"471",2025-01-05,154.25,"158.07","159.10","153.74","1.48M",-1.74
"472",2025-01-12,158.4,"152.80","158.86","152.76","1.52M",2.69
"473",2025-01-19,161.74,"159.62","162.36","159.11","1.32M",2.11
"474",2025-01-26,160.66,"158.95","162.69","158.85","1.88M",-0.67
"475",2025-02-02,160.6,"158.01","162.55","157.52","996.31K",-0.04
"476",2025-02-09,163.56,"161.62","164.00","160.38","1.17M",1.84
"477",2025-02-16,161.28,"164.00","164.21","161.09","1.11M",-1.39
"478",2025-02-23,160,"161.88","161.97","157.38","1.34M",-0.79
"479",2025-03-02,157.64,"161.32","161.55","155.00","1.66M",-1.48
"480",2025-03-09,154.46,"155.20","155.66","150.87","2.05M",-2.02
"481",2025-03-16,155.23,"154.55","156.85","153.84","1.95M",0.5
"482",2025-03-23,152.88,"156.60","157.97","152.64","1.26M",-1.51
"483",2025-03-30,139.25,"151.06","155.04","139.19","2.23M",-8.92
"484",2025-04-06,146.92,"134.67","149.31","132.93","5.09M",5.51
"485",2025-04-13,146.67,"149.18","149.66","144.80","1.48M",-0.17
